26.11.2018                        Dynamic List Display                               1
--------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------
|BUKRS|LIFNR |GJAHR|BELNR     |BUZEI|BLDAT     |XBLNR           |BLART|         DMBTR|
|C04  |300533| 2018|5100488675|    1|02.10.2018|9130078021      |RE   |     1,818.80 |
|C04  |300533| 2018|5100488680|    1|02.10.2018|9130078022      |RE   |     3,371.70 |
|C04  |300533| 2018|5100488681|    1|02.10.2018|9130078023      |RE   |     7,305.00 |
|C04  |300533| 2018|5100488683|    1|02.10.2018|9130078024      |RE   |    31,461.50 |
|C04  |300533| 2018|5100488684|    1|02.10.2018|9130078025      |RE   |     2,808.70 |
|C04  |300533| 2018|5100488685|    1|03.10.2018|9130078037      |RE   |     4,374.10 |
|C04  |300533| 2018|5100488686|    1|03.10.2018|9130078038      |RE   |     3,291.20 |
|C04  |300533| 2018|5100488688|    1|03.10.2018|9130078039      |RE   |     1,685.50 |
|C04  |300533| 2018|5100488689|    1|03.10.2018|9130078040      |RE   |        94.05 |
|C04  |300533| 2018|5100488691|    1|03.10.2018|9130078041      |RE   |     1,123.90 |
|C04  |300533| 2018|5100488693|    1|03.10.2018|9130078042      |RE   |     1,123.90 |
|C04  |300533| 2018|5100488694|    1|03.10.2018|9130078043      |RE   |     1,123.90 |
|C04  |300533| 2018|5100488695|    1|03.10.2018|9130078044      |RE   |     2,880.70 |
|C04  |300533| 2018|5100488696|    1|03.10.2018|9130078045      |RE   |     1,123.90 |
|C04  |300533| 2018|5100488697|    1|03.10.2018|9130078046      |RE   |       597.60 |
|C04  |300533| 2018|5100488698|    1|03.10.2018|9130078047      |RE   |       597.60 |
|C04  |300533| 2018|5100488700|    1|03.10.2018|9130078048      |RE   |       597.60 |
|C04  |300533| 2018|5100488701|    1|03.10.2018|9130078049      |RE   |     4,495.60 |
|C04  |300533| 2018|5100488702|    1|03.10.2018|9130078050      |RE   |     2,247.80 |
|C04  |300533| 2018|5100488703|    1|03.10.2018|9130078051      |RE   |     2,576.70 |
|C04  |300533| 2018|5100488707|    1|03.10.2018|9130078052      |RE   |     6,597.20 |
|C04  |300533| 2018|5100488708|    1|03.10.2018|9130078053      |RE   |     2,247.80 |
|C04  |300533| 2018|5100488710|    1|03.10.2018|9130078054      |RE   |     1,123.90 |
|C04  |300533| 2018|5100488733|    1|03.10.2018|9130078055      |RE   |     2,247.80 |
|C04  |300533| 2018|5100488712|    1|03.10.2018|9130078056      |RE   |     2,247.80 |
|C04  |300533| 2018|5100488713|    1|03.10.2018|9130078057      |RE   |     2,247.80 |
|C04  |300533| 2018|5100488715|    1|03.10.2018|9130078058      |RE   |     1,123.90 |
|C04  |300533| 2018|5100488716|    1|03.10.2018|9130078059      |RE   |     1,123.90 |
|C04  |300533| 2018|5100488717|    1|03.10.2018|9130078060      |RE   |     1,123.90 |
|C04  |300533| 2018|5100488718|    1|03.10.2018|9130078061      |RE   |     1,123.90 |
|C04  |300533| 2018|5100488719|    1|03.10.2018|9130078062      |RE   |        94.05 |
|C04  |300533| 2018|5100488721|    1|03.10.2018|9130078063      |RE   |     2,381.80 |
|C04  |300533| 2018|5100488722|    1|03.10.2018|9130078064      |RE   |     1,311.80 |
|C04  |300533| 2018|5100488723|    1|03.10.2018|9130078065      |RE   |     1,195.20 |
|C04  |300533| 2018|5100488730|    1|03.10.2018|9130078067      |RE   |     1,311.80 |
|C04  |300533| 2018|5100488731|    1|03.10.2018|9130078068      |RE   |     3,637.80 |
|C04  |300533| 2018|5100488732|    1|03.10.2018|9130078069      |RE   |     4,412.65 |
|C04  |300533| 2018|5100488733|    1|03.10.2018|9130078070      |RE   |     4,412.65 |
|C04  |300533| 2018|5100488734|    1|03.10.2018|9130078071      |RE   |     4,412.65 |
|C04  |300533| 2018|5100488735|    1|03.10.2018|9130078072      |RE   |     4,412.65 |
|C04  |300533| 2018|5100488736|    1|03.10.2018|9130078073      |RE   |     4,412.65 |
|C04  |300533| 2018|5100488737|    1|03.10.2018|9130078074      |RE   |     4,412.65 |
|C04  |300533| 2018|5100488738|    1|03.10.2018|9130078075      |RE   |     2,901.60 |
|C04  |300533| 2018|5100488739|    1|03.10.2018|9130078076      |RE   |     2,901.60 |
|C04  |300533| 2018|5100488740|    1|03.10.2018|9130078077      |RE   |     4,412.65 |
|C04  |300533| 2018|5100488741|    1|03.10.2018|9130078078      |RE   |     4,412.65 |
|C04  |300533| 2018|5100488742|    1|03.10.2018|9130078079      |RE   |     7,484.30 |
|C04  |300533| 2018|5100488743|    1|03.10.2018|9130078080      |RE   |     4,412.65 |
|C04  |300533| 2018|5100488744|    1|03.10.2018|9130078081      |RE   |     3,291.20 |
|C04  |300533| 2018|5100488745|    1|03.10.2018|9130078082      |RE   |     5,153.40 |
|C04  |300533| 2018|5100488746|    1|04.10.2018|9130078129      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488747|    1|04.10.2018|9130078130      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488748|    1|04.10.2018|9130078131      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488749|    1|04.10.2018|9130078132      |RE   |     9,408.80 |
|C04  |300533| 2018|5100488750|    1|04.10.2018|9130078133      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488751|    1|04.10.2018|9130078134      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488753|    1|04.10.2018|9130078135      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488754|    1|04.10.2018|9130078137      |RE   |     2,447.45 |
|C04  |300533| 2018|5100488755|    1|04.10.2018|9130078138      |RE   |     2,447.45 |
|C04  |300533| 2018|5100488756|    1|04.10.2018|9130078139      |RE   |     9,408.80 |
|C04  |300533| 2018|5100488757|    1|04.10.2018|9130078140      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488758|    1|04.10.2018|9130078141      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488759|    1|04.10.2018|9130078142      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488760|    1|04.10.2018|9130078143      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488761|    1|04.10.2018|9130078144      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488766|    1|04.10.2018|9130078183      |RE   |    13,486.80 |
|C04  |300533| 2018|5100488767|    1|04.10.2018|9130078145      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488768|    1|04.10.2018|9130078146      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488769|    1|04.10.2018|9130078147      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488770|    1|04.10.2018|9130078148      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488771|    1|04.10.2018|9130078149      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488772|    1|04.10.2018|9130078150      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488773|    1|04.10.2018|9130078151      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488774|    1|04.10.2018|9130078152      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488775|    1|04.10.2018|9130078153      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488776|    1|04.10.2018|9130078154      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488777|    1|04.10.2018|9130078155      |RE   |     6,615.70 |
|C04  |300533| 2018|5100488778|    1|04.10.2018|9130078156      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488779|    1|04.10.2018|9130078084      |RE   |     2,165.22 |
|C04  |300533| 2018|5100488780|    1|04.10.2018|9130078085      |RE   |     5,014.33 |
|C04  |300533| 2018|5100488781|    1|04.10.2018|9130078086      |RE   |     5,014.33 |
|C04  |300533| 2018|5100488782|    1|04.10.2018|9130078157      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488784|    1|04.10.2018|9130078158      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488785|    1|04.10.2018|9130078087      |RE   |     5,014.33 |
|C04  |300533| 2018|5100488787|    1|04.10.2018|9130078088      |RE   |     3,690.92 |
|C04  |300533| 2018|5100488789|    1|04.10.2018|9130078159      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488790|    1|04.10.2018|9130078089      |RE   |     3,690.92 |
|C04  |300533| 2018|5100488791|    1|04.10.2018|9130078090      |RE   |     3,690.92 |
|C04  |300533| 2018|5100488792|    1|04.10.2018|9130078091      |RE   |     5,014.33 |
|C04  |300533| 2018|5100488793|    1|04.10.2018|9130078092      |RE   |     5,014.33 |
|C04  |300533| 2018|5100488794|    1|04.10.2018|9130078093      |RE   |     5,014.33 |
|C04  |300533| 2018|5100488795|    1|04.10.2018|9130078094      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488796|    1|04.10.2018|9130078095      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488797|    1|04.10.2018|9130078160      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488798|    1|04.10.2018|9130078096      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488799|    1|04.10.2018|9130078161      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488800|    1|04.10.2018|9130078097      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488801|    1|04.10.2018|9130078098      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488802|    1|04.10.2018|9130078162      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488803|    1|04.10.2018|9130078163      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488804|    1|04.10.2018|9130078099      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488805|    1|04.10.2018|9130078164      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488806|    1|04.10.2018|9130078165      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488807|    1|04.10.2018|9130078166      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488808|    1|04.10.2018|9130078167      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488809|    1|04.10.2018|9130078168      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488876|    1|04.10.2018|9130078169      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488877|    1|04.10.2018|9130078170      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488878|    1|04.10.2018|9130078171      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488879|    1|04.10.2018|9130078100      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488880|    1|04.10.2018|9130078101      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488881|    1|04.10.2018|9130078102      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488882|    1|04.10.2018|9130078172      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488883|    1|04.10.2018|9130078173      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488884|    1|04.10.2018|9130078174      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488885|    1|04.10.2018|9130078175      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488886|    1|04.10.2018|9130078176      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488887|    1|04.10.2018|9130078177      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488888|    1|04.10.2018|9130078103      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488889|    1|04.10.2018|9130078104      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488890|    1|04.10.2018|9130078105      |RE   |     3,509.90 |
|C04  |300533| 2018|5100488894|    1|04.10.2018|9130078106      |RE   |     3,509.90 |
|C04  |300533| 2018|5100488900|    1|04.10.2018|9130078107      |RE   |     3,509.90 |
|C04  |300533| 2018|5100488902|    1|04.10.2018|9130078108      |RE   |     3,509.90 |
|C04  |300533| 2018|5100488903|    1|04.10.2018|9130078109      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488904|    1|04.10.2018|9130078330      |RE   |     7,593.35 |
|C04  |300533| 2018|5100488905|    1|04.10.2018|9130078331      |RE   |     3,509.90 |
|C04  |300533| 2018|5100488906|    1|04.10.2018|9130078332      |RE   |     3,509.90 |
|C04  |300533| 2018|5100488907|    1|04.10.2018|9130078333      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488908|    1|04.10.2018|9130078334      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488909|    1|04.10.2018|9130078335      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488910|    1|04.10.2018|9130078336      |RE   |     2,156.00 |
|C04  |300533| 2018|5100488933|    1|04.10.2018|9130078337      |RE   |     2,156.00 |
|C04  |300533| 2018|5100488913|    1|04.10.2018|9130078338      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488914|    1|04.10.2018|9130078339      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488915|    1|04.10.2018|9130078120      |RE   |     5,888.40 |
|C04  |300533| 2018|5100488916|    1|04.10.2018|9130078121      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488917|    1|04.10.2018|9130078122      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488918|    1|04.10.2018|9130078123      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488919|    1|04.10.2018|9130078124      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488920|    1|04.10.2018|9130078125      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488922|    1|04.10.2018|9130078126      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488923|    1|04.10.2018|9130078127      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488924|    1|04.10.2018|9130078128      |RE   |     2,159.45 |
|C04  |300533| 2018|5100488925|    1|05.10.2018|9130078190      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488926|    1|05.10.2018|9130078192      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488927|    1|05.10.2018|9130078193      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488928|    1|05.10.2018|9130078194      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488929|    1|05.10.2018|9130078195      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488930|    1|05.10.2018|9130078196      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488941|    1|05.10.2018|9130078197      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488944|    1|05.10.2018|9130078198      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488974|    1|05.10.2018|9130078300      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488975|    1|05.10.2018|9130078205      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488976|    1|05.10.2018|9130078206      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488977|    1|05.10.2018|9130078210      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488978|    1|05.10.2018|9130078233      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488979|    1|05.10.2018|9130078212      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488980|    1|05.10.2018|9130078213      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488981|    1|05.10.2018|9130078214      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488982|    1|05.10.2018|9130078215      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488983|    1|05.10.2018|9130078216      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488984|    1|05.10.2018|9130078217      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488985|    1|05.10.2018|9130078218      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488986|    1|05.10.2018|9130078219      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488987|    1|05.10.2018|9130078220      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488988|    1|05.10.2018|9130078221      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488989|    1|05.10.2018|9130078223      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488990|    1|05.10.2018|9130078224      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488991|    1|05.10.2018|9130078225      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488992|    1|05.10.2018|9130078226      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488993|    1|05.10.2018|9130078227      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488996|    1|05.10.2018|9130078228      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488998|    1|05.10.2018|9130078229      |RE   |     4,704.40 |
|C04  |300533| 2018|5100488999|    1|05.10.2018|9130078230      |RE   |     9,408.80 |
|C04  |300533| 2018|5100489000|    1|05.10.2018|9130078231      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489001|    1|05.10.2018|9130078232      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489002|    1|05.10.2018|9130078233      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489003|    1|05.10.2018|9130078234      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489004|    1|05.10.2018|9130078235      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489005|    1|05.10.2018|9130078236      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489006|    1|05.10.2018|9130078237      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489007|    1|05.10.2018|9130078238      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489008|    1|05.10.2018|9130078239      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489009|    1|05.10.2018|9130078240      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489010|    1|05.10.2018|9130078241      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489033|    1|05.10.2018|9130078242      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489012|    1|05.10.2018|9130078243      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489013|    1|05.10.2018|9130078244      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489014|    1|05.10.2018|9130078245      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489015|    1|05.10.2018|9130078246      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489089|    1|05.10.2018|9130078222      |RE   |   277,603.30 |
|C04  |300533| 2018|5100489019|    1|08.10.2018|9130078268      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489021|    1|08.10.2018|9130078269      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489022|    1|08.10.2018|9130078270      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489023|    1|08.10.2018|9130078271      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489024|    1|08.10.2018|9130078272      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489025|    1|08.10.2018|9130078273      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489090|    1|08.10.2018|9130078274      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489092|    1|08.10.2018|9130078275      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489093|    1|08.10.2018|9130078276      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489094|    1|08.10.2018|9130078277      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489095|    1|08.10.2018|9130078278      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489097|    1|08.10.2018|9130078279      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489098|    1|08.10.2018|9130078280      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489099|    1|08.10.2018|9130078281      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489100|    1|08.10.2018|9130078282      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489101|    1|08.10.2018|9130078283      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489103|    1|08.10.2018|9130078284      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489104|    1|08.10.2018|9130078285      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489105|    1|08.10.2018|9130078286      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489106|    1|08.10.2018|9130078287      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489107|    1|08.10.2018|9130078288      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489108|    1|08.10.2018|9130078290      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489332|    1|08.10.2018|9130078291      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489333|    1|08.10.2018|9130078292      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489336|    1|08.10.2018|9130078293      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489337|    1|08.10.2018|9130078294      |RE   |     4,704.40 |
|C04  |300533| 2018|5100489338|    1|08.10.2018|9130078295      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489339|    1|08.10.2018|9130078296      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489120|    1|08.10.2018|9130078297      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489121|    1|08.10.2018|9130078298      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489123|    1|08.10.2018|9130078300      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489144|    1|08.10.2018|9130078302      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489145|    1|08.10.2018|9130078303      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489146|    1|08.10.2018|9130078304      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489147|    1|08.10.2018|9130078305      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489148|    1|08.10.2018|9130078306      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489149|    1|08.10.2018|9130078307      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489150|    1|08.10.2018|9130078308      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489151|    1|08.10.2018|9130078309      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489152|    1|08.10.2018|9130078310      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489153|    1|08.10.2018|9130078333      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489154|    1|08.10.2018|9130078312      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489155|    1|08.10.2018|9130078313      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489156|    1|08.10.2018|9130078314      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489157|    1|08.10.2018|9130078315      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489158|    1|08.10.2018|9130078316      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489159|    1|08.10.2018|9130078317      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489160|    1|08.10.2018|9130078318      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489161|    1|08.10.2018|9130078319      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489162|    1|08.10.2018|9130078320      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489163|    1|08.10.2018|9130078321      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489164|    1|08.10.2018|9130078322      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489165|    1|08.10.2018|9130078323      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489166|    1|08.10.2018|9130078324      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489167|    1|08.10.2018|9130078325      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489168|    1|08.10.2018|9130078326      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489169|    1|08.10.2018|9130078327      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489170|    1|08.10.2018|9130078328      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489171|    1|08.10.2018|9130078329      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489172|    1|08.10.2018|9130078330      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489173|    1|08.10.2018|9130078331      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489174|    1|08.10.2018|9130078332      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489176|    1|08.10.2018|9130078333      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489177|    1|08.10.2018|9130078334      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489178|    1|08.10.2018|9130078335      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489180|    1|08.10.2018|9130078336      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489181|    1|08.10.2018|9130078337      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489182|    1|08.10.2018|9130078338      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489184|    1|08.10.2018|9130078339      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489186|    1|08.10.2018|9130078340      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489187|    1|08.10.2018|9130078342      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489188|    1|08.10.2018|9130078343      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489189|    1|08.10.2018|9130078344      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489190|    1|08.10.2018|9130078345      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489191|    1|08.10.2018|9130078346      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489194|    1|08.10.2018|9130078347      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489195|    1|08.10.2018|9130078348      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489197|    1|08.10.2018|9130078349      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489199|    1|08.10.2018|9130078350      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489300|    1|08.10.2018|9130078351      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489201|    1|08.10.2018|9130078352      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489202|    1|08.10.2018|9130078353      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489203|    1|08.10.2018|9130078354      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489204|    1|08.10.2018|9130078355      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489205|    1|08.10.2018|9130078356      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489206|    1|08.10.2018|9130078357      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489208|    1|08.10.2018|9130078358      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489210|    1|08.10.2018|9130078359      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489233|    1|08.10.2018|9130078360      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489212|    1|08.10.2018|9130078361      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489213|    1|08.10.2018|9130078362      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489214|    1|08.10.2018|9130078363      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489215|    1|08.10.2018|9130078364      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489216|    1|08.10.2018|9130078365      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489217|    1|08.10.2018|9130078366      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489218|    1|08.10.2018|9130078367      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489219|    1|08.10.2018|9130078368      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489220|    1|08.10.2018|9130078369      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489221|    1|08.10.2018|9130078370      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489222|    1|08.10.2018|9130078371      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489223|    1|08.10.2018|9130078372      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489224|    1|08.10.2018|9130078373      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489225|    1|08.10.2018|9130078374      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489226|    1|08.10.2018|9130078375      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489227|    1|08.10.2018|9130078376      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489228|    1|08.10.2018|9130078377      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489229|    1|08.10.2018|9130078378      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489230|    1|08.10.2018|9130078379      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489231|    1|08.10.2018|9130078380      |RE   |     5,004.40 |
|C04  |300533| 2018|5100489232|    1|08.10.2018|9130078381      |RE   |     5,004.40 |
